CO,JUR,CNTYNAME,DATE,PLACE,OFFICE,AREA,TERM,LASTNAME,FIRSTNAME,BALDESIG,INCUMB,CAND#,VOTES,TOTVOTES,PERCENT,ELECTED
48,3,SOLANO,1995-11-07,Vacaville Unified,School Board,1.0,Full,Esplin,Nicholas D.,Incumbent,Yes,4,3088,10261,0.301,Yes
48,3,SOLANO,1995-11-07,Vacaville Unified,School Board,1.0,Full,Powell,Dan,Parent/Teacher,No,4,2634,10261,0.257,No
48,3,SOLANO,1995-11-07,Vacaville Unified,School Board,1.0,Full,Borden,Dale,Educator,No,4,1435,10261,0.14,No
48,3,SOLANO,1995-11-07,Vacaville Unified,School Board,2.0,Full,Chapman,Sarah E.,Incumbent,Yes,4,3357,9871,0.34,Yes
48,3,SOLANO,1995-11-07,Vacaville Unified,School Board,2.0,Full,Collier,Kathleen M.,Incumbent,Yes,4,3233,9871,0.328,Yes
48,3,SOLANO,1995-11-07,Vacaville Unified,School Board,2.0,Full,Depew,Jeffrey,Businessman,No,4,1862,9871,0.189,No
48,3,SOLANO,1995-11-07,Vacaville Unified,School Board,2.0,Full,Ricketts,Larry,Childrens Advocate,No,4,1419,9871,0.144,No
48,3,SOLANO,1995-11-07,Vallejo City Unified,School Board,,Full,Preovolos,Cathy,"Parent, Volunteer, Educator",No,6,7739,32330,0.239,Yes
48,3,SOLANO,1995-11-07,Vallejo City Unified,School Board,,Full,Collins,Annie Laura,Retired Teacher,No,6,7007,32330,0.217,Yes
48,3,SOLANO,1995-11-07,Vallejo City Unified,School Board,,Full,Tidd,Lee Ann,School Board Member,Yes,6,6374,32330,0.197,No
48,3,SOLANO,1995-11-07,Vallejo City Unified,School Board,,Full,Linville,Robert L.,Parent/Veterinarian,No,6,5521,32330,0.171,No
48,3,SOLANO,1995-11-07,Vallejo City Unified,School Board,,Full,Mack-Viera,Jessica,"President, Governing Board",Yes,6,3591,32330,0.111,No
48,3,SOLANO,1995-11-07,Vallejo City Unified,School Board,,Full,Browning,Carrol A.,Education Advocate-Planner,No,6,2098,32330,0.065,No
48,3,SOLANO,1995-11-07,Winters Joint Unified,School Board,2.0,Full,Romney,Richard B.,Incumbent,Yes,4,73,257,0.284,Yes
48,3,SOLANO,1995-11-07,Winters Joint Unified,School Board,2.0,Full,"Polkinhorn, Jr.",Robert,Appointed Incumbent,Yes,4,72,257,0.28,Yes
48,3,SOLANO,1995-11-07,Winters Joint Unified,School Board,2.0,Full,Whitworth,Valerie,No Ballot Designation,No,4,68,257,0.265,Yes
48,3,SOLANO,1995-11-07,Winters Joint Unified,School Board,2.0,Full,Whitley,Herschell O.,No Ballot Designation,No,4,44,257,0.171,No
49,3,SONOMA,1995-11-07,Shoreline Joint Unified,School Board,1.0,Full,Munger,Carl E.,Incumbent,Yes,2,130,231,0.563,Yes
49,3,SONOMA,1995-11-07,Shoreline Joint Unified,School Board,1.0,Full,Fjelstul,Curtis,Ranch Manager,No,2,100,231,0.433,No
49,3,SONOMA,1995-11-07,Shoreline Joint Unified,School Board,2.0,Full,Furlong,Tim,General Engineering Contractor,No,2,142,244,0.582,Yes
49,3,SONOMA,1995-11-07,Shoreline Joint Unified,School Board,2.0,Full,Poncia,Al,Incumbent,Yes,2,101,244,0.414,No
50,3,STANISLAUS,1995-11-07,Ceres Unified School,School Board,2.0,Full,Albonetti,Ronna B.,Appointed Incumbent,Yes,4,1093,2972,0.368,Yes
50,3,STANISLAUS,1995-11-07,Ceres Unified School,School Board,2.0,Full,Day,Steve,Police Officer,No,4,1057,2972,0.356,Yes
50,3,STANISLAUS,1995-11-07,Ceres Unified School,School Board,2.0,Full,Soffa,Michael (Mike),Retired Industrial Supervisor,No,4,458,2972,0.154,No
50,3,STANISLAUS,1995-11-07,Ceres Unified School,School Board,2.0,Full,Garcia,Lorenzio,Computer Engineering Manager,No,4,364,2972,0.122,No
50,3,STANISLAUS,1995-11-07,Chatom Union Elementary,School Board,,Full,Santos,Robert,Veterinarian,No,7,297,1114,0.267,Yes
50,3,STANISLAUS,1995-11-07,Chatom Union Elementary,School Board,,Full,Alvernaz,Rick,Dairyman,No,7,207,1114,0.186,Yes
50,3,STANISLAUS,1995-11-07,Chatom Union Elementary,School Board,,Full,"Swanson, Jr.",Donald M.,Financial Services Analyst,No,7,166,1114,0.149,No
50,3,STANISLAUS,1995-11-07,Chatom Union Elementary,School Board,,Full,Machado,Kathryn C.,No Ballot Designation,No,7,142,1114,0.127,No
50,3,STANISLAUS,1995-11-07,Chatom Union Elementary,School Board,,Full,"Bettencourt, Sr.",Frank J.,Incumbent,Yes,7,121,1114,0.109,No
50,3,STANISLAUS,1995-11-07,Chatom Union Elementary,School Board,,Full,De Bruyn,John,Incumbent,Yes,7,112,1114,0.101,No
50,3,STANISLAUS,1995-11-07,Chatom Union Elementary,School Board,,Full,Parks,Roger,Electrical Transformer Tech.,No,7,69,1114,0.062,No
50,3,STANISLAUS,1995-11-07,Denair Unified,School Board,,Full,Brown,Carolyn,Incumbent,Yes,5,392,1118,0.351,Yes
50,3,STANISLAUS,1995-11-07,Denair Unified,School Board,,Full,"Prock, Sr.",Ray S.,Appointed Trustee/Dairyman,No,5,377,1118,0.337,Yes
50,3,STANISLAUS,1995-11-07,Denair Unified,School Board,,Full,MacGregor,Cheryl,Appointed Incumbent,Yes,5,324,1118,0.29,Yes
50,3,STANISLAUS,1995-11-07,Denair Unified,School Board,,Full,Moore,Robert M.,Minister,No,5,237,1118,0.212,No
50,3,STANISLAUS,1995-11-07,Denair Unified,School Board,,Full,White,Kenneth,No Ballot Designation,No,5,128,1118,0.114,No
50,3,STANISLAUS,1995-11-07,Empire Union,School Board,,Full,Bearden,Ed,Incumbent,Yes,5,1249,4708,0.265,Yes
50,3,STANISLAUS,1995-11-07,Empire Union,School Board,,Full,Hughes,Frances,Incumbent,Yes,5,1204,4708,0.256,Yes
50,3,STANISLAUS,1995-11-07,Empire Union,School Board,,Full,Cornelius,Kim,Business Owner,No,5,1073,4708,0.228,No
50,3,STANISLAUS,1995-11-07,Empire Union,School Board,,Full,Jost,David,No Ballot Designation,No,5,766,4708,0.163,No
50,3,STANISLAUS,1995-11-07,Empire Union,School Board,,Full,Garner,Pamela,Paramedical Coordinator,No,5,416,4708,0.088,No
50,3,STANISLAUS,1995-11-07,Empire Union,School Board,,Short,Sharron,Gary,"Contractor, Business Owner",No,3,920,2488,0.37,Yes
50,3,STANISLAUS,1995-11-07,Empire Union,School Board,,Short,Nelson Lash,Susan,Appointed Incumbent,Yes,3,892,2488,0.359,No
50,3,STANISLAUS,1995-11-07,Empire Union,School Board,,Short,Goynes,Chester,Law Enforcement Official,No,3,676,2488,0.272,No
50,3,STANISLAUS,1995-11-07,Gratton,School Board,,Full,Babb,Elda,Incumbent,Yes,3,81,205,0.395,Yes
50,3,STANISLAUS,1995-11-07,Gratton,School Board,,Full,Morphy,Cynthia B.,Incumbent,Yes,3,74,205,0.361,Yes
50,3,STANISLAUS,1995-11-07,Gratton,School Board,,Full,Olson,Cassie (Casandra,No Ballot Designation,No,3,50,205,0.244,No
50,3,STANISLAUS,1995-11-07,Hart-Ransom Union Elementary,School Board,,Full,Wenger,Paul,Farmer,No,4,356,991,0.359,Yes
50,3,STANISLAUS,1995-11-07,Hart-Ransom Union Elementary,School Board,,Full,Byrd,Tim,Attorney,No,4,271,991,0.273,Yes
50,3,STANISLAUS,1995-11-07,Hart-Ransom Union Elementary,School Board,,Full,Hennings,Robin,Educator,No,4,260,991,0.262,No
50,3,STANISLAUS,1995-11-07,Hart-Ransom Union Elementary,School Board,,Full,Root,Roxanne,Bookkeeper,No,4,104,991,0.105,No
50,3,STANISLAUS,1995-11-07,Hickman School,School Board,,Full,Porter,Pam,No Ballot Designation,No,7,107,440,0.243,Yes
50,3,STANISLAUS,1995-11-07,Hickman School,School Board,,Full,Clawson,Lisa Annette,No Ballot Designation,No,7,87,440,0.198,Yes
50,3,STANISLAUS,1995-11-07,Hickman School,School Board,,Full,Madsen,Lora A.,Incumbent,Yes,7,69,440,0.157,Yes
50,3,STANISLAUS,1995-11-07,Hickman School,School Board,,Full,Larson,Nancy W.,Incumbent,Yes,7,63,440,0.143,No
50,3,STANISLAUS,1995-11-07,Hickman School,School Board,,Full,White,Virgil,Safety Director,No,7,41,440,0.093,No
50,3,STANISLAUS,1995-11-07,Hickman School,School Board,,Full,Repke,Lyla Kay,No Ballot Designation,No,7,40,440,0.091,No
50,3,STANISLAUS,1995-11-07,Hickman School,School Board,,Full,Phillips,Lynne,No Ballot Designation,No,7,33,440,0.075,No
50,3,STANISLAUS,1995-11-07,Hughson Union High,School Board,,Full,Hudelson,James M.,Farmer,No,4,791,2065,0.383,Yes
50,3,STANISLAUS,1995-11-07,Hughson Union High,School Board,,Full,Tavernas,Jim,Incumbent,Yes,4,538,2065,0.261,Yes
50,3,STANISLAUS,1995-11-07,Hughson Union High,School Board,,Full,Griggs,Shirley,Appointed Trustee,Yes,4,388,2065,0.188,No
50,3,STANISLAUS,1995-11-07,Hughson Union High,School Board,,Full,Snyder,Sandra L.,Counselor,No,4,348,2065,0.169,No
50,3,STANISLAUS,1995-11-07,Hughson Union School,School Board,,Full,Young,David E.,Police Lieutenant,No,7,343,1516,0.226,Yes
50,3,STANISLAUS,1995-11-07,Hughson Union School,School Board,,Full,Aldrich,Linda M.,School Secretary,No,7,341,1516,0.225,Yes
50,3,STANISLAUS,1995-11-07,Hughson Union School,School Board,,Full,Galt,John M.,Business Owner,No,7,219,1516,0.144,No
50,3,STANISLAUS,1995-11-07,Hughson Union School,School Board,,Full,Wohld,Robert,Building Specialist,No,7,185,1516,0.122,No
50,3,STANISLAUS,1995-11-07,Hughson Union School,School Board,,Full,Naron,Corene,"Trustee, Hughson UHS",No,7,170,1516,0.112,No
50,3,STANISLAUS,1995-11-07,Hughson Union School,School Board,,Full,Zambruno,Dennis F.,Agri-Businessman,No,7,142,1516,0.094,No
50,3,STANISLAUS,1995-11-07,Hughson Union School,School Board,,Full,Rocchi,Sharon,School Bus Driver,No,7,116,1516,0.077,No
50,3,STANISLAUS,1995-11-07,Keyes Union Elementary,School Board,,Full,Edwards,Bob,Incumbent,Yes,5,167,599,0.279,Yes
50,3,STANISLAUS,1995-11-07,Keyes Union Elementary,School Board,,Full,Greene,Holly J.,Incumbent,Yes,5,150,599,0.25,Yes
50,3,STANISLAUS,1995-11-07,Keyes Union Elementary,School Board,,Full,"Emmons, Jr.",Jimmy R.,Maintenance Assistant,No,5,129,599,0.215,No
50,3,STANISLAUS,1995-11-07,Keyes Union Elementary,School Board,,Full,Emery,Sharon,No Ballot Designation,No,5,91,599,0.152,No
50,3,STANISLAUS,1995-11-07,Keyes Union Elementary,School Board,,Full,Sweat,Tim W.,No Ballot Designation,No,5,62,599,0.104,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Johnson,Odessa,Trustee,Yes,14,11432,72113,0.159,Yes
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Uhl,John N.,Incumbent,Yes,14,10964,72113,0.152,Yes
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Jackson,Bob,Retired Educator,No,14,9353,72113,0.13,Yes
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Vance,Gary R.,Police Detective,No,14,9301,72113,0.129,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Farthing,Tina R.,Homemaker,No,14,7351,72113,0.102,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Hernandez,John,College Instructor,Yes,14,4692,72113,0.065,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Sinkovic,Patricia,Marketing Research,No,14,3923,72113,0.054,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Harris,Mary,Homemaker,No,14,3634,72113,0.05,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Cameron,Bill,Educator,No,14,3470,72113,0.048,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Pregler,Jim,Purchasing Officer,No,14,2376,72113,0.033,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Guzman,Regina,Business Person,No,14,1835,72113,0.025,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Raglund,Walter F.,Industrial Supervisor,No,14,1653,72113,0.023,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,Hopper,Don,No Ballot Designation,No,14,1260,72113,0.017,No
50,3,STANISLAUS,1995-11-07,Modesto Board of Education,School Board,,Full,O'Brien-West,Judith,Claims Adjuster,No,14,869,72113,0.012,No
50,3,STANISLAUS,1995-11-07,Newman-Crows Landing,School Board,,Full,Silva,Charlene,Trustee-Principal,Yes,5,559,2067,0.27,Yes
50,3,STANISLAUS,1995-11-07,Newman-Crows Landing,School Board,,Full,"Beaty, Sr.",Charles A.,Appointed Incumbent,Yes,5,410,2067,0.198,Yes
50,3,STANISLAUS,1995-11-07,Newman-Crows Landing,School Board,,Full,Hettinger,Pattie,No Ballot Designation,No,5,397,2067,0.192,Yes
50,3,STANISLAUS,1995-11-07,Newman-Crows Landing,School Board,,Full,Hislop,Kelly,Building Inspector,No,5,365,2067,0.177,No
50,3,STANISLAUS,1995-11-07,Newman-Crows Landing,School Board,,Full,Lowry,Harlan D.,No Ballot Designation,Yes,5,336,2067,0.163,No
50,3,STANISLAUS,1995-11-07,Oakdale Joint Union High,School Board,1.0,Full,O'Neal,L. Scott,Designer - Builder,No,2,2204,4288,0.514,Yes
50,3,STANISLAUS,1995-11-07,Oakdale Joint Union High,School Board,1.0,Full,Viss,Don,Incumbent,Yes,2,2084,4288,0.486,No
50,3,STANISLAUS,1995-11-07,Oakdale Joint Union High,School Board,2.0,Full,Bates,Sam,Incumbent,Yes,2,2616,4081,0.641,Yes
50,3,STANISLAUS,1995-11-07,Oakdale Joint Union High,School Board,2.0,Full,Oliver,Robert Torres,Real Estate Broker,No,2,1465,4081,0.359,No
50,3,STANISLAUS,1995-11-07,Oakdale Union Elementary,School Board,,Full,House,Mike,Trustee/Farmer,Yes,3,1612,3562,0.453,Yes
50,3,STANISLAUS,1995-11-07,Oakdale Union Elementary,School Board,,Full,Czajka,Cathy,Incumbent,Yes,3,1190,3562,0.334,Yes
50,3,STANISLAUS,1995-11-07,Oakdale Union Elementary,School Board,,Full,Hardaway,Darrell Lynn,Lead Mechanic/Instructor,No,3,760,3562,0.213,No
50,3,STANISLAUS,1995-11-07,Patterson Joint Unified,School Board,,Full,Hoobler,William D.,Trustee/Agricultural Lender,Yes,5,573,2381,0.241,Yes
50,3,STANISLAUS,1995-11-07,Patterson Joint Unified,School Board,,Full,Santos,David,Incumbent,Yes,5,559,2381,0.235,Yes
50,3,STANISLAUS,1995-11-07,Patterson Joint Unified,School Board,,Full,Kelly,Bruce,Computer Scientist,Yes,5,469,2381,0.197,Yes
50,3,STANISLAUS,1995-11-07,Patterson Joint Unified,School Board,,Full,Hejnal,Kevin L.,Trustee-Teacher,Yes,5,421,2381,0.177,Yes
50,3,STANISLAUS,1995-11-07,Patterson Joint Unified,School Board,,Full,Stobb,John T.,Fire Sprinkler Foreman,No,5,359,2381,0.151,No
50,3,STANISLAUS,1995-11-07,Riverbank ,School Board,,Full,Bordona,Lisa,Incumbent,Yes,5,512,1276,0.401,Yes
50,3,STANISLAUS,1995-11-07,Riverbank ,School Board,,Full,"Mitchell, Jr.",John,No Ballot Designation,No,5,296,1276,0.232,Yes
50,3,STANISLAUS,1995-11-07,Riverbank ,School Board,,Full,Rosario,Esther E.,No Ballot Designation,No,5,190,1276,0.149,No
50,3,STANISLAUS,1995-11-07,Riverbank ,School Board,,Full,Nabors,Colleen P. K.,No Ballot Designation,No,5,181,1276,0.142,No
50,3,STANISLAUS,1995-11-07,Riverbank ,School Board,,Full,Carma,Peter,No Ballot Designation,No,5,97,1276,0.076,No
50,3,STANISLAUS,1995-11-07,Roberts Ferry Union Elementary ,School Board,,Full,Stout,Brent,Incumbent,Yes,3,72,182,0.396,Yes
50,3,STANISLAUS,1995-11-07,Roberts Ferry Union Elementary ,School Board,,Full,Erickson,Marlene,Incumbent,Yes,3,68,182,0.374,Yes
50,3,STANISLAUS,1995-11-07,Roberts Ferry Union Elementary ,School Board,,Full,Swanson,Sandi,Television Producer,No,3,42,182,0.231,No
50,3,STANISLAUS,1995-11-07,Salida Union ,School Board,,Full,Dew,Gary,Trustee,Yes,3,587,1509,0.389,Yes
50,3,STANISLAUS,1995-11-07,Salida Union ,School Board,,Full,Thompson,Dennis P.,Postmaster,No,3,527,1509,0.349,Yes
50,3,STANISLAUS,1995-11-07,Salida Union ,School Board,,Full,Simi,James V.,Facilities Manager,No,3,395,1509,0.262,No
50,3,STANISLAUS,1995-11-07,Stanislaus County Office of Education,School Board,4.0,Full,Hedberg,Axel,"Member, Modesto Board of Education",No,2,7986,11173,0.715,Yes
50,3,STANISLAUS,1995-11-07,Stanislaus County Office of Education,School Board,4.0,Full,Koukouves,Rosemary P.,Medical Transcriptionist,No,2,3187,11173,0.285,No
50,3,STANISLAUS,1995-11-07,Stanislaus Union ,School Board,,Full,Luna,Judith,Trustee/Department Manager,Yes,5,1112,4217,0.264,Yes
50,3,STANISLAUS,1995-11-07,Stanislaus Union ,School Board,,Full,Killeen,Carolyn,No Ballot Designation,No,5,1043,4217,0.247,Yes
50,3,STANISLAUS,1995-11-07,Stanislaus Union ,School Board,,Full,Alyster,Sydnee D.,Counselor,No,5,818,4217,0.194,No
50,3,STANISLAUS,1995-11-07,Stanislaus Union ,School Board,,Full,Jackson,Gilbert D.,Letter Carrier,No,5,651,4217,0.154,No
50,3,STANISLAUS,1995-11-07,Stanislaus Union ,School Board,,Full,Dominik,Michael John,Maintenance Mechanic,No,5,593,4217,0.141,No
50,3,STANISLAUS,1995-11-07,Sylvan Union ,School Board,,Full,Waggoner,Marsha,"Trustee, Elementary Teacher",Yes,6,3113,11823,0.263,Yes
50,3,STANISLAUS,1995-11-07,Sylvan Union ,School Board,,Full,Stroud,Stephen L.,"Trustee, College Instructor",Yes,6,2808,11823,0.238,Yes
50,3,STANISLAUS,1995-11-07,Sylvan Union ,School Board,,Full,Rawe,R. George,High School Teacher,No,6,2514,11823,0.213,No
50,3,STANISLAUS,1995-11-07,Sylvan Union ,School Board,,Full,Miller,Suzanne,No Ballot Designation,No,6,1670,11823,0.141,No
50,3,STANISLAUS,1995-11-07,Sylvan Union ,School Board,,Full,Jalbert,Steve,Businessman,No,6,1105,11823,0.093,No
50,3,STANISLAUS,1995-11-07,Sylvan Union ,School Board,,Full,Daniels,Christine A.,No Ballot Designation,No,6,613,11823,0.052,No
50,3,STANISLAUS,1995-11-07,Turlock Joint Elementary,School Board,,Full,Schmidt,Robert A.,Incumbent,Yes,4,3609,11602,0.311,Yes
50,3,STANISLAUS,1995-11-07,Turlock Joint Elementary,School Board,,Full,Pedroza,Victor,Incumbent,Yes,4,3119,11602,0.269,Yes
50,3,STANISLAUS,1995-11-07,Turlock Joint Elementary,School Board,,Full,Fortado,Tamra D.,Business Owner,No,4,2710,11602,0.234,No
50,3,STANISLAUS,1995-11-07,Turlock Joint Elementary,School Board,,Full,Galvez,Miguel A.,City Planner,No,4,2164,11602,0.187,No
50,3,STANISLAUS,1995-11-07,Turlock Joint Elementary,School Board,,Full,Falke,Tim,Incumbent,Yes,4,3887,13135,0.296,Yes
50,3,STANISLAUS,1995-11-07,Turlock Joint Elementary,School Board,,Full,Mayhew,Marianne,No Ballot Designation,No,4,3876,13135,0.295,Yes
50,3,STANISLAUS,1995-11-07,Turlock Joint Elementary,School Board,,Full,Rubi,Ernest Ernie,Economic Development Director,No,4,3262,13135,0.248,No
50,3,STANISLAUS,1995-11-07,Turlock Joint Elementary,School Board,,Full,Jordan,Louis R.,Meat Cutter,No,4,2110,13135,0.161,No
50,3,STANISLAUS,1995-11-07,Valley Home Joint Elementary ,School Board,,Full,Lagorio,Joan,No Ballot Designation,No,4,113,272,0.415,Yes
50,3,STANISLAUS,1995-11-07,Valley Home Joint Elementary ,School Board,,Full,Kesterson,Robert I.,Incumbent,Yes,4,98,272,0.36,Yes
50,3,STANISLAUS,1995-11-07,Valley Home Joint Elementary ,School Board,,Full,Dumas,Jacklyn,No Ballot Designation,No,4,88,272,0.324,Yes
50,3,STANISLAUS,1995-11-07,Valley Home Joint Elementary ,School Board,,Full,Gardner,Lisa Ann,No Ballot Designation,No,4,73,272,0.268,No
50,3,STANISLAUS,1995-11-07,Waterford Elementary,School Board,,Full,Bomgardner,Susan,Kindergarten Teacher,No,5,742,1839,0.403,Yes
50,3,STANISLAUS,1995-11-07,Waterford Elementary,School Board,,Full,Montgomery,Mark A.,Auditor,No,5,473,1839,0.257,Yes
50,3,STANISLAUS,1995-11-07,Waterford Elementary,School Board,,Full,Casey,Patrick,Ditch Tender,No,5,342,1839,0.186,No
50,3,STANISLAUS,1995-11-07,Waterford Elementary,School Board,,Full,Ketscher,Meredith,Incumbent,Yes,5,243,1839,0.132,No
50,3,STANISLAUS,1995-11-07,Waterford Elementary,School Board,,Full,Lunt,Therese (Teri),Optician,No,5,39,1839,0.021,No
53,3,TRINITY,1995-11-07,Junction City Elementary,School Board,,Full,Maxey,Jerry V.,Incumbent,Yes,5,126,421,0.299,Yes
53,3,TRINITY,1995-11-07,Junction City Elementary,School Board,,Full,McCully,Erin E.,No Ballot Designation,No,5,103,421,0.245,Yes
53,3,TRINITY,1995-11-07,Junction City Elementary,School Board,,Full,Deal,George F.,No Ballot Designation,No,5,71,421,0.169,No
53,3,TRINITY,1995-11-07,Junction City Elementary,School Board,,Full,Gray,Dana,No Ballot Designation,No,5,63,421,0.15,No
53,3,TRINITY,1995-11-07,Junction City Elementary,School Board,,Full,Smith,Irvin J.,Former County Supervisor,No,5,55,421,0.131,No
53,3,TRINITY,1995-11-07,Klamath-Trinity Joint Unified ,School Board,2.0,Full,Rowley,Marc,No Ballot Designation,No,2,54,88,0.614,Yes
53,3,TRINITY,1995-11-07,Klamath-Trinity Joint Unified ,School Board,2.0,Full,Shannon,Katherine,No Ballot Designation,No,2,34,88,0.386,No
53,3,TRINITY,1995-11-07,Klamath-Trinity Joint Unified ,School Board,4.0,Full,Norton III,Jack,"Planner, Grant Writer",No,2,46,90,0.511,Yes
53,3,TRINITY,1995-11-07,Klamath-Trinity Joint Unified ,School Board,4.0,Full,Pole,Clifford L.,No Ballot Designation,No,2,42,90,0.467,No
53,3,TRINITY,1995-11-07,Klamath-Trinity Joint Unified ,School Board,7.0,Full,Green,Barbara,Incumbent,Yes,3,56,90,0.622,Yes
53,3,TRINITY,1995-11-07,Klamath-Trinity Joint Unified ,School Board,7.0,Full,Sylvia,Tony Joel,No Ballot Designation,No,3,18,90,0.2,No
53,3,TRINITY,1995-11-07,Klamath-Trinity Joint Unified ,School Board,7.0,Full,Melvin,Ina Kay,Retired Teacher,No,3,13,90,0.144,No
53,3,TRINITY,1995-11-07,Mt. Valley Unified ,School Board,1.0,Full,Decker,James B.,Incumbent,Yes,3,324,770,0.421,Yes
53,3,TRINITY,1995-11-07,Mt. Valley Unified ,School Board,1.0,Full,Brownlee,Robert W.,Appointed Incumbent,Yes,3,253,770,0.329,Yes
53,3,TRINITY,1995-11-07,Mt. Valley Unified ,School Board,1.0,Full,Wright,Keith,Pastor,No,3,190,770,0.247,No
53,3,TRINITY,1995-11-07,South Trinity Joint Unified,School Board,3.0,Full,Hall,Marie L. Green,Appointed Incumbent,Yes,2,38,58,0.655,Yes
53,3,TRINITY,1995-11-07,South Trinity Joint Unified,School Board,3.0,Full,Parker,Kelli,Homemaker,No,2,18,58,0.31,No
53,3,TRINITY,1995-11-07,Trinity Union High ,School Board,4.0,Full,"Garst, Jr.",J. F.,Incumbent,Yes,2,198,401,0.494,Yes
53,3,TRINITY,1995-11-07,Trinity Union High ,School Board,4.0,Full,Crumpacker,Donald Everett,Retired Probation Officer,No,2,169,401,0.421,No
54,3,TULARE,1995-11-07,Columbine Elementary,School Board,,Full,Nelson,Gloria,Retired Teacher,No,2,25,43,0.581,Yes
54,3,TULARE,1995-11-07,Columbine Elementary,School Board,,Full,Amlie,Norma S.,Nursery Manager,No,2,18,43,0.419,No
54,3,TULARE,1995-11-07,Farmersville Unified ,School Board,,Full,Mason,Don,Business Owner,No,4,163,543,0.3,Yes
54,3,TULARE,1995-11-07,Farmersville Unified ,School Board,,Full,Vanderslice,Alvin L.,Business Owner,No,4,144,543,0.265,Yes
